0.484615,0.523077,0.553846,0.5,0.561538,0.553846,0.5,0.546154,0.538462,0.469231,0.561538,0.530769,0.5,0.538462,0.538462,0.546154,0.538462,0.546154,0.530769,0.584615,0.569231,0.530769,0.530769,0.576923,0.538462,0.546154,0.6,0.546154,0.523077,0.538462,0.530769,0.5,0.6,0.561538,0.523077,0.592308,0.584615,0.523077,0.530769,0.523077,0.5,0.546154,0.523077,0.530769,0.530769,0.530769,0.584615,0.592308,0.584615,0.638462,0.607692,0.607692,0.592308,0.623077,0.576923,0.607692,0.623077,0.6,0.592308,0.630769,0.576923,0.553846,0.576923,0.523077,0.5,0.623077,0.523077,0.530769,0.623077,0.553846,0.492308,0.538462,0.461538,0.453846,0.5,0.438462,0.446154,0.476923,0.453846,0.492308,0.507692,0.507692,0.515385,0.561538,0.553846,0.576923,0.576923,0.538462,0.546154,0.515385,0.507692,0.492308,0.476923,0.476923,0.5,0.538462,0.476923,0.561538,0.523077,0.446154,0.469231,0.453846,0.4,0.446154,0.415385,0.323077,0.369231,0.392308,
0.5,0.515385,0.530769,0.515385,0.576923,0.553846,0.476923,0.553846,0.523077,0.469231,0.530769,0.515385,0.5,0.576923,0.569231,0.569231,0.569231,0.569231,0.546154,0.6,0.584615,0.515385,0.569231,0.553846,0.546154,0.538462,0.561538,0.523077,0.530769,0.523077,0.507692,0.5,0.576923,0.561538,0.530769,0.576923,0.576923,0.507692,0.530769,0.538462,0.523077,0.561538,0.507692,0.546154,0.523077,0.546154,0.592308,0.584615,0.584615,0.653846,0.623077,0.592308,0.607692,0.630769,0.607692,0.638462,0.623077,0.569231,0.6,0.6,0.569231,0.569231,0.584615,0.523077,0.538462,0.623077,0.507692,0.523077,0.6,0.553846,0.530769,0.523077,0.476923,0.446154,0.5,0.453846,0.461538,0.476923,0.469231,0.461538,0.507692,0.515385,0.530769,0.546154,0.569231,0.607692,0.592308,0.569231,0.546154,0.530769,0.523077,0.515385,0.492308,0.530769,0.546154,0.569231,0.492308,0.553846,0.530769,0.484615,0.492308,0.453846,0.4,0.453846,0.392308,0.315385,0.361538,0.392308,
0.469231,0.515385,0.538462,0.507692,0.569231,0.546154,0.492308,0.530769,0.523077,0.476923,0.530769,0.523077,0.515385,0.553846,0.584615,0.553846,0.592308,0.584615,0.569231,0.6,0.607692,0.546154,0.561538,0.553846,0.553846,0.561538,0.569231,0.507692,0.546154,0.530769,0.476923,0.492308,0.569231,0.546154,0.523077,0.561538,0.584615,0.507692,0.538462,0.553846,0.530769,0.569231,0.561538,0.561538,0.576923,0.561538,0.615385,0.607692,0.592308,0.653846,0.653846,0.6,0.615385,0.623077,0.607692,0.630769,0.646154,0.6,0.623077,0.615385,0.6,0.576923,0.592308,0.538462,0.546154,0.592308,0.530769,0.523077,0.607692,0.538462,0.530769,0.515385,0.430769,0.446154,0.492308,0.453846,0.453846,0.492308,0.469231,0.453846,0.530769,0.538462,0.561538,0.584615,0.569231,0.6,0.584615,0.569231,0.553846,0.561538,0.530769,0.507692,0.492308,0.530769,0.546154,0.569231,0.5,0.584615,0.538462,0.469231,0.5,0.469231,0.384615,0.461538,0.407692,0.3,0.353846,0.384615,
0.484615,0.515385,0.515385,0.507692,0.576923,0.538462,0.484615,0.507692,0.5,0.492308,0.553846,0.530769,0.484615,0.584615,0.607692,0.576923,0.6,0.592308,0.592308,0.607692,0.592308,0.592308,0.576923,0.553846,0.576923,0.584615,0.561538,0.538462,0.546154,0.530769,0.469231,0.484615,0.530769,0.530769,0.507692,0.561538,0.561538,0.553846,0.553846,0.546154,0.584615,0.607692,0.576923,0.584615,0.615385,0.569231,0.6,0.607692,0.592308,0.646154,0.653846,0.592308,0.592308,0.630769,0.584615,0.653846,0.669231,0.6,0.653846,0.615385,0.592308,0.592308,0.607692,0.561538,0.538462,0.592308,0.546154,0.523077,0.630769,0.530769,0.538462,0.515385,0.438462,0.415385,0.476923,0.446154,0.438462,0.484615,0.461538,0.446154,0.530769,0.538462,0.530769,0.569231,0.569231,0.561538,0.569231,0.584615,0.538462,0.553846,0.523077,0.515385,0.507692,0.530769,0.538462,0.584615,0.492308,0.538462,0.523077,0.476923,0.515385,0.476923,0.4,0.446154,0.415385,0.284615,0.361538,0.376923,
0.476923,0.5,0.515385,0.507692,0.553846,0.515385,0.492308,0.523077,0.507692,0.5,0.553846,0.484615,0.484615,0.576923,0.561538,0.584615,0.615385,0.630769,0.592308,0.630769,0.615385,0.623077,0.569231,0.546154,0.584615,0.584615,0.530769,0.530769,0.523077,0.538462,0.453846,0.453846,0.5,0.5,0.530769,0.538462,0.476923,0.6,0.569231,0.5,0.592308,0.584615,0.538462,0.569231,0.6,0.553846,0.615385,0.6,0.592308,0.638462,0.638462,0.6,0.6,0.638462,0.607692,0.646154,0.669231,0.592308,0.661538,0.592308,0.615385,0.592308,0.607692,0.561538,0.538462,0.607692,0.546154,0.523077,0.615385,0.538462,0.523077,0.515385,0.469231,0.415385,0.492308,0.469231,0.430769,0.469231,0.430769,0.438462,0.476923,0.515385,0.553846,0.569231,0.523077,0.561538,0.553846,0.576923,0.553846,0.576923,0.523077,0.5,0.507692,0.492308,0.523077,0.569231,0.469231,0.538462,0.530769,0.461538,0.507692,0.469231,0.407692,0.438462,0.423077,0.292308,0.361538,0.392308,
0.461538,0.507692,0.530769,0.507692,0.561538,0.523077,0.476923,0.523077,0.492308,0.492308,0.561538,0.507692,0.507692,0.6,0.584615,0.6,0.6,0.615385,0.607692,0.653846,0.6,0.630769,0.576923,0.561538,0.592308,0.576923,0.530769,0.492308,0.546154,0.546154,0.476923,0.469231,0.484615,0.484615,0.546154,0.515385,0.515385,0.592308,0.569231,0.523077,0.592308,0.6,0.530769,0.6,0.6,0.6,0.592308,0.592308,0.607692,0.615385,0.623077,0.630769,0.615385,0.638462,0.6,0.684615,0.684615,0.623077,0.661538,0.623077,0.607692,0.584615,0.607692,0.561538,0.546154,0.615385,0.546154,0.538462,0.607692,0.515385,0.515385,0.546154,0.453846,0.430769,0.492308,0.461538,0.361538,0.446154,0.469231,0.453846,0.492308,0.523077,0.553846,0.553846,0.523077,0.561538,0.6,0.546154,0.538462,0.561538,0.5,0.484615,0.523077,0.469231,0.5,0.523077,0.446154,0.515385,0.5,0.453846,0.476923,0.461538,0.407692,0.438462,0.415385,0.292308,0.361538,0.4,
0.446154,0.5,0.530769,0.507692,0.546154,0.523077,0.476923,0.523077,0.492308,0.492308,0.546154,0.523077,0.5,0.576923,0.592308,0.6,0.646154,0.630769,0.630769,0.661538,0.6,0.584615,0.576923,0.576923,0.592308,0.546154,0.523077,0.492308,0.553846,0.530769,0.484615,0.523077,0.5,0.469231,0.546154,0.530769,0.5,0.6,0.538462,0.515385,0.561538,0.592308,0.546154,0.584615,0.607692,0.6,0.592308,0.592308,0.607692,0.607692,0.6,0.623077,0.615385,0.646154,0.607692,0.676923,0.684615,0.623077,0.669231,0.646154,0.615385,0.6,0.584615,0.553846,0.538462,0.6,0.530769,0.553846,0.592308,0.538462,0.515385,0.523077,0.469231,0.423077,0.469231,0.423077,0.369231,0.392308,0.461538,0.469231,0.5,0.523077,0.546154,0.546154,0.523077,0.584615,0.592308,0.584615,0.538462,0.561538,0.5,0.461538,0.523077,0.446154,0.492308,0.553846,0.430769,0.5,0.515385,0.438462,0.484615,0.469231,0.392308,0.423077,0.415385,0.3,0.361538,0.4,
0.423077,0.507692,0.523077,0.507692,0.530769,0.5,0.469231,0.523077,0.469231,0.484615,0.546154,0.523077,0.507692,0.561538,0.569231,0.607692,0.623077,0.607692,0.638462,0.646154,0.607692,0.584615,0.6,0.530769,0.569231,0.561538,0.507692,0.507692,0.546154,0.546154,0.438462,0.476923,0.461538,0.446154,0.561538,0.553846,0.492308,0.592308,0.569231,0.546154,0.592308,0.615385,0.530769,0.592308,0.6,0.576923,0.607692,0.592308,0.592308,0.623077,0.6,0.615385,0.623077,0.661538,0.630769,0.669231,0.676923,0.653846,0.684615,0.661538,0.592308,0.553846,0.576923,0.546154,0.523077,0.569231,0.530769,0.530769,0.592308,0.515385,0.530769,0.523077,0.476923,0.415385,0.469231,0.438462,0.407692,0.430769,0.469231,0.492308,0.5,0.530769,0.584615,0.538462,0.546154,0.561538,0.592308,0.561538,0.523077,0.530769,0.5,0.461538,0.530769,0.461538,0.476923,0.538462,0.430769,0.484615,0.5,0.446154,0.476923,0.492308,0.392308,0.430769,0.430769,0.315385,0.376923,0.4,
0.415385,0.5,0.515385,0.507692,0.523077,0.515385,0.453846,0.492308,0.461538,0.461538,0.530769,0.515385,0.515385,0.569231,0.569231,0.615385,0.615385,0.576923,0.638462,0.646154,0.6,0.607692,0.584615,0.530769,0.553846,0.584615,0.523077,0.507692,0.530769,0.553846,0.492308,0.507692,0.5,0.461538,0.546154,0.523077,0.461538,0.576923,0.576923,0.576923,0.553846,0.623077,0.576923,0.592308,0.584615,0.569231,0.607692,0.584615,0.569231,0.630769,0.6,0.615385,0.607692,0.676923,0.630769,0.630769,0.669231,0.623077,0.653846,0.646154,0.592308,0.553846,0.592308,0.538462,0.538462,0.569231,0.538462,0.538462,0.592308,0.523077,0.530769,0.507692,0.430769,0.415385,0.461538,0.446154,0.4,0.453846,0.453846,0.5,0.484615,0.5,0.576923,0.523077,0.561538,0.561538,0.607692,0.546154,0.523077,0.523077,0.484615,0.453846,0.523077,0.438462,0.461538,0.530769,0.415385,0.476923,0.507692,0.430769,0.469231,0.453846,0.392308,0.430769,0.415385,0.323077,0.384615,0.407692,
0.430769,0.476923,0.515385,0.484615,0.507692,0.5,0.438462,0.492308,0.461538,0.453846,0.523077,0.469231,0.507692,0.569231,0.546154,0.576923,0.592308,0.623077,0.607692,0.646154,0.623077,0.607692,0.584615,0.515385,0.561538,0.615385,0.538462,0.5,0.530769,0.538462,0.469231,0.515385,0.553846,0.507692,0.515385,0.538462,0.492308,0.561538,0.553846,0.561538,0.561538,0.576923,0.584615,0.576923,0.584615,0.6,0.6,0.607692,0.592308,0.638462,0.630769,0.623077,0.615385,0.669231,0.653846,0.661538,0.684615,0.6,0.653846,0.669231,0.615385,0.584615,0.623077,0.546154,0.546154,0.561538,0.546154,0.530769,0.584615,0.538462,0.507692,0.515385,0.438462,0.446154,0.446154,0.438462,0.392308,0.423077,0.438462,0.492308,0.484615,0.523077,0.553846,0.515385,0.561538,0.546154,0.569231,0.569231,0.523077,0.538462,0.484615,0.453846,0.515385,0.438462,0.446154,0.523077,0.423077,0.469231,0.507692,0.415385,0.469231,0.484615,0.392308,0.438462,0.438462,0.338462,0.392308,0.407692,
0.423077,0.461538,0.515385,0.469231,0.5,0.484615,0.423077,0.5,0.492308,0.453846,0.530769,0.469231,0.5,0.592308,0.561538,0.584615,0.615385,0.653846,0.623077,0.653846,0.623077,0.607692,0.592308,0.530769,0.546154,0.623077,0.538462,0.530769,0.553846,0.523077,0.476923,0.507692,0.530769,0.476923,0.515385,0.538462,0.515385,0.561538,0.592308,0.569231,0.561538,0.576923,0.6,0.569231,0.546154,0.607692,0.607692,0.615385,0.6,0.607692,0.623077,0.607692,0.6,0.653846,0.638462,0.661538,0.669231,0.607692,0.669231,0.692308,0.607692,0.592308,0.6,0.538462,0.538462,0.569231,0.561538,0.538462,0.561538,0.546154,0.5,0.530769,0.430769,0.446154,0.430769,0.423077,0.423077,0.384615,0.430769,0.484615,0.492308,0.538462,0.538462,0.469231,0.538462,0.546154,0.592308,0.538462,0.492308,0.530769,0.484615,0.453846,0.523077,0.430769,0.453846,0.515385,0.438462,0.453846,0.5,0.407692,0.469231,0.476923,0.407692,0.423077,0.423077,0.346154,0.392308,0.415385,
0.415385,0.446154,0.507692,0.453846,0.476923,0.5,0.423077,0.484615,0.469231,0.423077,0.492308,0.453846,0.469231,0.553846,0.584615,0.569231,0.592308,0.684615,0.630769,0.638462,0.630769,0.623077,0.623077,0.530769,0.538462,0.6,0.553846,0.546154,0.561538,0.507692,0.561538,0.530769,0.507692,0.484615,0.492308,0.553846,0.530769,0.607692,0.592308,0.615385,0.615385,0.6,0.623077,0.607692,0.546154,0.6,0.592308,0.6,0.6,0.584615,0.615385,0.6,0.6,0.653846,0.669231,0.661538,0.684615,0.615385,0.653846,0.646154,0.576923,0.584615,0.615385,0.553846,0.546154,0.561538,0.569231,0.553846,0.561538,0.530769,0.484615,0.507692,0.430769,0.446154,0.430769,0.430769,0.423077,0.392308,0.430769,0.484615,0.453846,0.523077,0.507692,0.484615,0.530769,0.538462,0.584615,0.561538,0.5,0.561538,0.446154,0.453846,0.530769,0.415385,0.438462,0.507692,0.423077,0.430769,0.492308,0.4,0.469231,0.469231,0.407692,0.438462,0.438462,0.353846,0.392308,0.423077,
0.407692,0.446154,0.515385,0.461538,0.484615,0.469231,0.430769,0.484615,0.469231,0.407692,0.484615,0.461538,0.476923,0.515385,0.538462,0.538462,0.6,0.653846,0.6,0.646154,0.623077,0.607692,0.615385,0.538462,0.538462,0.6,0.561538,0.538462,0.576923,0.530769,0.561538,0.507692,0.515385,0.461538,0.492308,0.523077,0.492308,0.561538,0.553846,0.623077,0.592308,0.6,0.607692,0.6,0.546154,0.607692,0.576923,0.592308,0.607692,0.592308,0.623077,0.615385,0.615385,0.669231,0.669231,0.646154,0.669231,0.615385,0.661538,0.646154,0.592308,0.584615,0.6,0.561538,0.546154,0.561538,0.561538,0.546154,0.569231,0.538462,0.484615,0.5,0.446154,0.415385,0.4,0.430769,0.438462,0.407692,0.469231,0.515385,0.446154,0.515385,0.538462,0.507692,0.5,0.538462,0.584615,0.546154,0.515385,0.561538,0.446154,0.453846,0.530769,0.430769,0.415385,0.5,0.415385,0.415385,0.492308,0.392308,0.461538,0.484615,0.4,0.430769,0.430769,0.369231,0.407692,0.438462,
0.415385,0.453846,0.530769,0.469231,0.469231,0.461538,0.446154,0.476923,0.469231,0.438462,0.5,0.453846,0.461538,0.523077,0.576923,0.553846,0.6,0.661538,0.592308,0.630769,0.607692,0.592308,0.607692,0.561538,0.561538,0.576923,0.546154,0.515385,0.576923,0.538462,0.553846,0.5,0.515385,0.476923,0.507692,0.515385,0.515385,0.530769,0.607692,0.576923,0.6,0.6,0.6,0.615385,0.584615,0.561538,0.569231,0.561538,0.584615,0.6,0.615385,0.623077,0.607692,0.669231,0.661538,0.615385,0.669231,0.638462,0.615385,0.630769,0.592308,0.607692,0.607692,0.561538,0.553846,0.546154,0.553846,0.546154,0.584615,0.523077,0.492308,0.492308,0.453846,0.423077,0.415385,0.415385,0.446154,0.423077,0.492308,0.515385,0.438462,0.476923,0.515385,0.530769,0.484615,0.507692,0.576923,0.546154,0.507692,0.576923,0.446154,0.453846,0.530769,0.423077,0.430769,0.507692,0.415385,0.423077,0.484615,0.392308,0.476923,0.5,0.4,0.438462,0.438462,0.361538,0.392308,0.423077,
0.423077,0.438462,0.538462,0.461538,0.476923,0.476923,0.461538,0.492308,0.453846,0.453846,0.476923,0.438462,0.469231,0.515385,0.538462,0.530769,0.607692,0.676923,0.607692,0.638462,0.623077,0.6,0.584615,0.569231,0.576923,0.576923,0.584615,0.576923,0.592308,0.561538,0.530769,0.530769,0.553846,0.476923,0.523077,0.507692,0.492308,0.492308,0.576923,0.546154,0.553846,0.569231,0.553846,0.584615,0.592308,0.561538,0.515385,0.592308,0.576923,0.584615,0.646154,0.6,0.630769,0.669231,0.638462,0.6,0.661538,0.630769,0.615385,0.638462,0.576923,0.623077,0.6,0.553846,0.553846,0.561538,0.546154,0.538462,0.584615,0.538462,0.507692,0.484615,0.469231,0.438462,0.415385,0.446154,0.469231,0.446154,0.461538,0.507692,0.461538,0.476923,0.507692,0.530769,0.492308,0.507692,0.576923,0.484615,0.5,0.553846,0.446154,0.453846,0.546154,0.407692,0.430769,0.507692,0.415385,0.430769,0.492308,0.4,0.453846,0.492308,0.4,0.446154,0.438462,0.384615,0.392308,0.430769,
0.4,0.438462,0.538462,0.476923,0.507692,0.507692,0.453846,0.453846,0.476923,0.438462,0.484615,0.415385,0.430769,0.530769,0.530769,0.546154,0.607692,0.676923,0.592308,0.630769,0.623077,0.607692,0.607692,0.6,0.592308,0.584615,0.592308,0.561538,0.592308,0.576923,0.492308,0.523077,0.5,0.507692,0.538462,0.515385,0.5,0.492308,0.569231,0.538462,0.576923,0.584615,0.553846,0.553846,0.6,0.561538,0.592308,0.592308,0.592308,0.592308,0.623077,0.576923,0.623077,0.661538,0.638462,0.623077,0.684615,0.661538,0.638462,0.607692,0.569231,0.623077,0.576923,0.538462,0.553846,0.561538,0.561538,0.546154,0.615385,0.553846,0.515385,0.476923,0.469231,0.446154,0.415385,0.430769,0.461538,0.446154,0.469231,0.515385,0.476923,0.453846,0.507692,0.538462,0.469231,0.538462,0.561538,0.507692,0.515385,0.553846,0.461538,0.453846,0.538462,0.423077,0.438462,0.515385,0.423077,0.438462,0.492308,0.4,0.438462,0.484615,0.392308,0.446154,0.446154,0.392308,0.392308,0.423077,
0.415385,0.438462,0.546154,0.469231,0.507692,0.530769,0.430769,0.438462,0.438462,0.461538,0.461538,0.423077,0.423077,0.507692,0.476923,0.538462,0.6,0.653846,0.561538,0.623077,0.615385,0.623077,0.607692,0.607692,0.592308,0.615385,0.584615,0.530769,0.576923,0.569231,0.515385,0.546154,0.5,0.5,0.538462,0.530769,0.515385,0.484615,0.6,0.538462,0.584615,0.592308,0.561538,0.553846,0.6,0.561538,0.576923,0.592308,0.561538,0.576923,0.630769,0.576923,0.615385,0.653846,0.638462,0.630769,0.669231,0.653846,0.653846,0.6,0.569231,0.623077,0.592308,0.546154,0.576923,0.561538,0.561538,0.561538,0.592308,0.569231,0.507692,0.484615,0.492308,0.476923,0.423077,0.415385,0.515385,0.423077,0.446154,0.515385,0.5,0.423077,0.476923,0.523077,0.469231,0.530769,0.561538,0.515385,0.523077,0.553846,0.446154,0.446154,0.546154,0.407692,0.438462,0.523077,0.423077,0.430769,0.5,0.4,0.423077,0.492308,0.4,0.430769,0.453846,0.4,0.4,0.438462,
0.415385,0.446154,0.546154,0.469231,0.5,0.507692,0.461538,0.461538,0.469231,0.484615,0.453846,0.415385,0.415385,0.484615,0.469231,0.538462,0.561538,0.653846,0.576923,0.630769,0.615385,0.607692,0.6,0.592308,0.576923,0.607692,0.576923,0.538462,0.553846,0.561538,0.507692,0.576923,0.523077,0.523077,0.538462,0.553846,0.515385,0.484615,0.576923,0.507692,0.6,0.615385,0.561538,0.576923,0.592308,0.561538,0.592308,0.584615,0.576923,0.584615,0.653846,0.607692,0.615385,0.669231,0.638462,0.623077,0.661538,0.638462,0.638462,0.6,0.538462,0.6,0.607692,0.553846,0.569231,0.569231,0.569231,0.576923,0.584615,0.569231,0.523077,0.492308,0.476923,0.476923,0.423077,0.407692,0.507692,0.430769,0.476923,0.553846,0.515385,0.407692,0.484615,0.538462,0.469231,0.523077,0.530769,0.5,0.507692,0.538462,0.423077,0.446154,0.546154,0.407692,0.430769,0.523077,0.430769,0.430769,0.515385,0.407692,0.423077,0.5,0.4,0.438462,0.453846,0.384615,0.415385,0.453846,
0.423077,0.453846,0.538462,0.476923,0.492308,0.523077,0.484615,0.492308,0.484615,0.469231,0.423077,0.423077,0.415385,0.476923,0.484615,0.530769,0.569231,0.646154,0.576923,0.630769,0.615385,0.6,0.607692,0.584615,0.576923,0.592308,0.576923,0.546154,0.561538,0.569231,0.523077,0.561538,0.538462,0.507692,0.484615,0.569231,0.5,0.492308,0.530769,0.523077,0.538462,0.584615,0.507692,0.592308,0.576923,0.507692,0.6,0.584615,0.561538,0.576923,0.638462,0.607692,0.630769,0.669231,0.638462,0.638462,0.669231,0.615385,0.638462,0.615385,0.553846,0.607692,0.615385,0.553846,0.576923,0.592308,0.561538,0.561538,0.584615,0.576923,0.515385,0.5,0.461538,0.469231,0.423077,0.423077,0.5,0.430769,0.461538,0.492308,0.5,0.4,0.492308,0.515385,0.461538,0.507692,0.538462,0.507692,0.507692,0.523077,0.430769,0.446154,0.530769,0.430769,0.430769,0.523077,0.430769,0.430769,0.515385,0.415385,0.430769,0.492308,0.392308,0.423077,0.461538,0.384615,0.423077,0.461538,
0.430769,0.453846,0.538462,0.484615,0.507692,0.523077,0.492308,0.492308,0.5,0.469231,0.453846,0.407692,0.4,0.469231,0.476923,0.469231,0.569231,0.623077,0.576923,0.615385,0.584615,0.576923,0.584615,0.576923,0.584615,0.615385,0.592308,0.553846,0.584615,0.584615,0.553846,0.553846,0.553846,0.484615,0.5,0.553846,0.484615,0.515385,0.5,0.538462,0.523077,0.553846,0.484615,0.592308,0.592308,0.561538,0.576923,0.615385,0.615385,0.623077,0.569231,0.584615,0.638462,0.653846,0.630769,0.653846,0.684615,0.607692,0.630769,0.607692,0.561538,0.615385,0.607692,0.546154,0.569231,0.592308,0.576923,0.592308,0.569231,0.576923,0.515385,0.5,0.469231,0.484615,0.446154,0.415385,0.492308,0.446154,0.453846,0.507692,0.515385,0.423077,0.507692,0.507692,0.492308,0.530769,0.530769,0.484615,0.530769,0.507692,0.438462,0.469231,0.507692,0.423077,0.430769,0.523077,0.430769,0.430769,0.515385,0.415385,0.430769,0.492308,0.392308,0.423077,0.484615,0.392308,0.438462,0.469231,
0.438462,0.469231,0.530769,0.5,0.507692,0.523077,0.476923,0.5,0.530769,0.469231,0.461538,0.438462,0.407692,0.492308,0.5,0.453846,0.592308,0.623077,0.561538,0.607692,0.615385,0.561538,0.576923,0.576923,0.584615,0.6,0.576923,0.523077,0.615385,0.569231,0.546154,0.546154,0.530769,0.492308,0.492308,0.553846,0.469231,0.515385,0.5,0.492308,0.484615,0.538462,0.492308,0.546154,0.607692,0.530769,0.538462,0.630769,0.576923,0.623077,0.538462,0.576923,0.638462,0.653846,0.623077,0.661538,0.7,0.630769,0.623077,0.6,0.584615,0.615385,0.615385,0.576923,0.576923,0.584615,0.569231,0.592308,0.561538,0.576923,0.523077,0.492308,0.476923,0.476923,0.446154,0.430769,0.476923,0.423077,0.415385,0.515385,0.507692,0.407692,0.492308,0.492308,0.469231,0.523077,0.523077,0.515385,0.523077,0.523077,0.438462,0.453846,0.492308,0.415385,0.430769,0.523077,0.438462,0.430769,0.507692,0.415385,0.423077,0.492308,0.4,0.407692,0.492308,0.392308,0.438462,0.469231,
0.446154,0.461538,0.530769,0.492308,0.523077,0.515385,0.469231,0.5,0.538462,0.461538,0.438462,0.476923,0.430769,0.530769,0.492308,0.461538,0.623077,0.6,0.561538,0.592308,0.607692,0.561538,0.592308,0.569231,0.569231,0.6,0.561538,0.538462,0.584615,0.553846,0.538462,0.546154,0.538462,0.461538,0.523077,0.515385,0.453846,0.5,0.469231,0.507692,0.461538,0.523077,0.484615,0.5,0.584615,0.515385,0.561538,0.615385,0.592308,0.607692,0.569231,0.592308,0.646154,0.646154,0.607692,0.638462,0.669231,0.623077,0.646154,0.623077,0.592308,0.615385,0.607692,0.569231,0.561538,0.576923,0.569231,0.584615,0.538462,0.561538,0.530769,0.507692,0.484615,0.476923,0.446154,0.430769,0.492308,0.430769,0.430769,0.492308,0.507692,0.415385,0.492308,0.484615,0.476923,0.523077,0.515385,0.507692,0.530769,0.515385,0.461538,0.476923,0.476923,0.407692,0.423077,0.530769,0.430769,0.446154,0.507692,0.423077,0.430769,0.515385,0.415385,0.438462,0.5,0.407692,0.438462,0.469231,
0.446154,0.476923,0.530769,0.492308,0.515385,0.515385,0.453846,0.507692,0.5,0.446154,0.423077,0.430769,0.407692,0.507692,0.453846,0.492308,0.584615,0.561538,0.584615,0.6,0.569231,0.553846,0.607692,0.553846,0.546154,0.607692,0.584615,0.538462,0.592308,0.576923,0.538462,0.530769,0.530769,0.507692,0.507692,0.507692,0.469231,0.476923,0.484615,0.469231,0.5,0.5,0.469231,0.515385,0.615385,0.553846,0.569231,0.615385,0.576923,0.584615,0.584615,0.576923,0.638462,0.646154,0.623077,0.638462,0.661538,0.638462,0.638462,0.623077,0.592308,0.607692,0.607692,0.576923,0.569231,0.576923,0.569231,0.607692,0.546154,0.561538,0.538462,0.507692,0.5,0.476923,0.438462,0.430769,0.492308,0.4,0.423077,0.5,0.484615,0.415385,0.492308,0.484615,0.453846,0.523077,0.515385,0.523077,0.515385,0.515385,0.453846,0.484615,0.469231,0.407692,0.438462,0.523077,0.446154,0.453846,0.507692,0.438462,0.453846,0.515385,0.430769,0.430769,0.484615,0.407692,0.438462,0.469231,
0.461538,0.476923,0.538462,0.492308,0.523077,0.515385,0.476923,0.523077,0.507692,0.423077,0.392308,0.423077,0.4,0.476923,0.446154,0.461538,0.538462,0.523077,0.576923,0.6,0.553846,0.553846,0.630769,0.561538,0.530769,0.615385,0.569231,0.538462,0.592308,0.561538,0.523077,0.546154,0.561538,0.538462,0.507692,0.476923,0.484615,0.492308,0.507692,0.484615,0.538462,0.523077,0.5,0.546154,0.638462,0.569231,0.592308,0.6,0.576923,0.630769,0.576923,0.576923,0.646154,0.661538,0.623077,0.630769,0.630769,0.638462,0.630769,0.615385,0.6,0.6,0.615385,0.561538,0.553846,0.569231,0.569231,0.607692,0.576923,0.546154,0.530769,0.515385,0.507692,0.476923,0.438462,0.423077,0.484615,0.392308,0.430769,0.5,0.476923,0.423077,0.492308,0.484615,0.461538,0.515385,0.523077,0.523077,0.530769,0.5,0.446154,0.469231,0.469231,0.423077,0.446154,0.515385,0.453846,0.461538,0.523077,0.438462,0.461538,0.523077,0.438462,0.438462,0.492308,0.407692,0.430769,0.484615,
0.469231,0.515385,0.523077,0.492308,0.546154,0.5,0.484615,0.530769,0.484615,0.423077,0.407692,0.430769,0.4,0.476923,0.461538,0.438462,0.515385,0.5,0.561538,0.584615,0.546154,0.561538,0.646154,0.576923,0.530769,0.623077,0.546154,0.546154,0.584615,0.546154,0.538462,0.546154,0.561538,0.546154,0.515385,0.492308,0.515385,0.492308,0.5,0.484615,0.538462,0.538462,0.530769,0.538462,0.615385,0.561538,0.6,0.623077,0.576923,0.615385,0.576923,0.576923,0.661538,0.692308,0.607692,0.630769,0.638462,0.638462,0.646154,0.607692,0.592308,0.6,0.630769,0.561538,0.592308,0.584615,0.553846,0.623077,0.561538,0.546154,0.530769,0.507692,0.5,0.476923,0.438462,0.430769,0.476923,0.4,0.407692,0.5,0.438462,0.423077,0.5,0.507692,0.461538,0.515385,0.530769,0.507692,0.523077,0.5,0.461538,0.492308,0.461538,0.415385,0.438462,0.492308,0.446154,0.476923,0.523077,0.446154,0.461538,0.523077,0.438462,0.461538,0.492308,0.407692,0.430769,0.484615,
0.469231,0.523077,0.523077,0.515385,0.546154,0.507692,0.492308,0.523077,0.5,0.438462,0.4,0.430769,0.376923,0.476923,0.461538,0.423077,0.515385,0.492308,0.553846,0.569231,0.546154,0.576923,0.638462,0.576923,0.530769,0.6,0.546154,0.530769,0.569231,0.576923,0.561538,0.546154,0.546154,0.507692,0.553846,0.469231,0.515385,0.484615,0.5,0.469231,0.530769,0.530769,0.515385,0.546154,0.592308,0.576923,0.646154,0.607692,0.569231,0.607692,0.576923,0.584615,0.653846,0.7,0.623077,0.607692,0.630769,0.630769,0.646154,0.607692,0.584615,0.607692,0.615385,0.569231,0.6,0.592308,0.546154,0.615385,0.569231,0.546154,0.538462,0.5,0.5,0.492308,0.430769,0.430769,0.476923,0.4,0.407692,0.5,0.446154,0.423077,0.5,0.507692,0.476923,0.515385,0.530769,0.5,0.515385,0.484615,0.453846,0.492308,0.469231,0.415385,0.469231,0.5,0.453846,0.476923,0.523077,0.453846,0.469231,0.515385,0.430769,0.461538,0.492308,0.407692,0.446154,0.476923,
